claim_id,date,known_true,criteria_mode,replicate,p,correct_side
trump_2025,"January 21, 2025",True,paired,88,0.83,True
trump_2021,"January 21, 2021",False,false_only,69,0.08,True
trump_2021,"January 21, 2021",False,paraphrase,40,0.11,True
trump_2025,"January 21, 2025",True,true_only,57,0.85,True
trump_2025,"January 21, 2025",True,false_only,89,0.73,True
trump_2025,"January 21, 2025",True,false_only,26,0.73,True
trump_2021,"January 21, 2021",False,paraphrase,22,0.14,True
trump_2021,"January 21, 2021",False,true_only,45,0.43,True
trump_2025,"January 21, 2025",True,paired,51,0.82,True
trump_2025,"January 21, 2025",True,false_only,53,0.69,True
trump_2021,"January 21, 2021",False,false_only,34,0.06,True
trump_2025,"January 21, 2025",True,true_only,27,0.85,True
trump_2025,"January 21, 2025",True,omitted,49,0.65,True
trump_2021,"January 21, 2021",False,paraphrase,75,0.16,True
trump_2025,"January 21, 2025",True,false_only,4,0.75,True
trump_2025,"January 21, 2025",True,paraphrase,29,0.89,True
trump_2025,"January 21, 2025",True,empty,58,0.78,True
trump_2025,"January 21, 2025",True,omitted,57,0.71,True
trump_2021,"January 21, 2021",False,empty,39,0.36,True
trump_2025,"January 21, 2025",True,empty,37,0.78,True
trump_2021,"January 21, 2021",False,true_only,24,0.45,True
trump_2025,"January 21, 2025",True,paired,48,0.81,True
trump_2021,"January 21, 2021",False,paraphrase,64,0.14,True
trump_2021,"January 21, 2021",False,omitted,35,0.24,True
trump_2021,"January 21, 2021",False,paraphrase,54,0.13,True
trump_2021,"January 21, 2021",False,true_only,80,0.4,True
trump_2021,"January 21, 2021",False,paraphrase,27,0.1,True
trump_2025,"January 21, 2025",True,empty,89,0.79,True
trump_2025,"January 21, 2025",True,paired,24,0.81,True
trump_2021,"January 21, 2021",False,false_only,29,0.06,True
trump_2025,"January 21, 2025",True,paired,12,0.81,True
trump_2025,"January 21, 2025",True,true_only,83,0.84,True
trump_2025,"January 21, 2025",True,empty,59,0.8,True
trump_2021,"January 21, 2021",False,omitted,14,0.28,True
trump_2021,"January 21, 2021",False,false_only,7,0.07,True
trump_2021,"January 21, 2021",False,false_only,30,0.07,True
trump_2025,"January 21, 2025",True,omitted,45,0.68,True
trump_2025,"January 21, 2025",True,paired,32,0.81,True
trump_2025,"January 21, 2025",True,paraphrase,63,0.89,True
trump_2025,"January 21, 2025",True,paired,97,0.83,True
trump_2021,"January 21, 2021",False,false_only,14,0.07,True
trump_2021,"January 21, 2021",False,empty,72,0.39,True
trump_2025,"January 21, 2025",True,paired,61,0.84,True
trump_2025,"January 21, 2025",True,false_only,92,0.73,True
trump_2025,"January 21, 2025",True,omitted,54,0.68,True
trump_2021,"January 21, 2021",False,true_only,36,0.29,True
trump_2021,"January 21, 2021",False,paraphrase,97,0.14,True
trump_2021,"January 21, 2021",False,omitted,1,0.25,True
trump_2021,"January 21, 2021",False,omitted,42,0.24,True
trump_2021,"January 21, 2021",False,true_only,96,0.26,True
trump_2021,"January 21, 2021",False,omitted,68,0.29,True
trump_2025,"January 21, 2025",True,empty,44,0.79,True
trump_2021,"January 21, 2021",False,paired,48,0.17,True
trump_2021,"January 21, 2021",False,empty,73,0.38,True
trump_2021,"January 21, 2021",False,false_only,74,0.06,True
trump_2025,"January 21, 2025",True,paraphrase,16,0.87,True
trump_2025,"January 21, 2025",True,false_only,27,0.73,True
trump_2021,"January 21, 2021",False,true_only,18,0.4,True
trump_2025,"January 21, 2025",True,true_only,37,0.83,True
trump_2021,"January 21, 2021",False,empty,29,0.36,True
trump_2021,"January 21, 2021",False,paired,68,0.27,True
trump_2021,"January 21, 2021",False,omitted,32,0.3,True
trump_2025,"January 21, 2025",True,true_only,89,0.83,True
trump_2021,"January 21, 2021",False,paired,40,0.23,True
trump_2021,"January 21, 2021",False,false_only,45,0.06,True
trump_2021,"January 21, 2021",False,paraphrase,35,0.16,True
trump_2021,"January 21, 2021",False,true_only,26,0.3,True
trump_2021,"January 21, 2021",False,false_only,37,0.06,True
trump_2025,"January 21, 2025",True,empty,4,0.76,True
trump_2025,"January 21, 2025",True,empty,29,0.76,True
trump_2025,"January 21, 2025",True,paraphrase,46,0.89,True
trump_2025,"January 21, 2025",True,true_only,58,0.85,True
trump_2021,"January 21, 2021",False,paired,74,0.28,True
trump_2021,"January 21, 2021",False,paired,2,0.17,True
trump_2021,"January 21, 2021",False,empty,74,0.36,True
trump_2021,"January 21, 2021",False,omitted,92,0.27,True
trump_2025,"January 21, 2025",True,omitted,38,0.7,True
trump_2025,"January 21, 2025",True,paired,79,0.81,True
trump_2021,"January 21, 2021",False,paraphrase,70,0.14,True
trump_2025,"January 21, 2025",True,omitted,16,0.68,True
trump_2021,"January 21, 2021",False,paraphrase,36,0.16,True
trump_2025,"January 21, 2025",True,paired,85,0.84,True
trump_2021,"January 21, 2021",False,false_only,67,0.07,True
trump_2025,"January 21, 2025",True,false_only,15,0.71,True
trump_2021,"January 21, 2021",False,omitted,81,0.27,True
trump_2021,"January 21, 2021",False,paired,44,0.18,True
trump_2021,"January 21, 2021",False,omitted,21,0.29,True
trump_2021,"January 21, 2021",False,false_only,82,0.07,True
trump_2021,"January 21, 2021",False,paired,24,0.17,True
trump_2025,"January 21, 2025",True,empty,6,0.78,True
trump_2025,"January 21, 2025",True,paired,55,0.82,True
trump_2021,"January 21, 2021",False,paraphrase,19,0.1,True
trump_2021,"January 21, 2021",False,paraphrase,16,0.13,True
trump_2025,"January 21, 2025",True,true_only,40,0.84,True
trump_2021,"January 21, 2021",False,false_only,51,0.07,True
trump_2021,"January 21, 2021",False,true_only,86,0.4,True
trump_2025,"January 21, 2025",True,empty,13,0.78,True
trump_2021,"January 21, 2021",False,omitted,38,0.28,True
trump_2025,"January 21, 2025",True,omitted,77,0.68,True
trump_2021,"January 21, 2021",False,omitted,36,0.25,True
trump_2021,"January 21, 2021",False,paired,65,0.23,True
trump_2025,"January 21, 2025",True,paraphrase,89,0.87,True
trump_2025,"January 21, 2025",True,true_only,53,0.83,True
trump_2021,"January 21, 2021",False,paraphrase,2,0.13,True
trump_2025,"January 21, 2025",True,false_only,81,0.7,True
trump_2021,"January 21, 2021",False,omitted,28,0.22,True
trump_2025,"January 21, 2025",True,empty,36,0.78,True
trump_2025,"January 21, 2025",True,true_only,100,0.84,True
trump_2021,"January 21, 2021",False,paraphrase,9,0.12,True
trump_2021,"January 21, 2021",False,empty,57,0.35,True
trump_2025,"January 21, 2025",True,paired,20,0.81,True
trump_2025,"January 21, 2025",True,true_only,30,0.85,True
trump_2021,"January 21, 2021",False,true_only,39,0.33,True
trump_2025,"January 21, 2025",True,true_only,20,0.84,True
trump_2021,"January 21, 2021",False,paired,35,0.16,True
trump_2025,"January 21, 2025",True,paraphrase,69,0.89,True
trump_2021,"January 21, 2021",False,empty,82,0.32,True
trump_2021,"January 21, 2021",False,paraphrase,98,0.11,True
trump_2021,"January 21, 2021",False,false_only,65,0.06,True
trump_2025,"January 21, 2025",True,omitted,44,0.7,True
trump_2021,"January 21, 2021",False,false_only,6,0.07,True
trump_2021,"January 21, 2021",False,paraphrase,24,0.15,True
trump_2025,"January 21, 2025",True,empty,66,0.79,True
trump_2025,"January 21, 2025",True,omitted,4,0.68,True
trump_2025,"January 21, 2025",True,false_only,94,0.72,True
trump_2025,"January 21, 2025",True,omitted,64,0.71,True
trump_2025,"January 21, 2025",True,false_only,35,0.71,True
trump_2025,"January 21, 2025",True,true_only,52,0.84,True
trump_2025,"January 21, 2025",True,false_only,22,0.74,True
trump_2021,"January 21, 2021",False,empty,40,0.35,True
trump_2021,"January 21, 2021",False,false_only,48,0.06,True
trump_2021,"January 21, 2021",False,omitted,18,0.25,True
trump_2025,"January 21, 2025",True,empty,91,0.78,True
trump_2021,"January 21, 2021",False,paired,93,0.2,True
trump_2025,"January 21, 2025",True,false_only,95,0.7,True
trump_2025,"January 21, 2025",True,omitted,39,0.68,True
trump_2025,"January 21, 2025",True,paired,72,0.83,True
trump_2021,"January 21, 2021",False,paraphrase,92,0.1,True
trump_2025,"January 21, 2025",True,false_only,63,0.7,True
trump_2025,"January 21, 2025",True,omitted,69,0.66,True
trump_2025,"January 21, 2025",True,empty,50,0.75,True
trump_2021,"January 21, 2021",False,true_only,21,0.32,True
trump_2021,"January 21, 2021",False,empty,30,0.44,True
trump_2025,"January 21, 2025",True,paraphrase,36,0.88,True
trump_2021,"January 21, 2021",False,empty,94,0.36,True
trump_2025,"January 21, 2025",True,paraphrase,41,0.87,True
trump_2025,"January 21, 2025",True,paired,65,0.83,True
trump_2021,"January 21, 2021",False,true_only,17,0.3,True
trump_2021,"January 21, 2021",False,true_only,58,0.44,True
trump_2021,"January 21, 2021",False,empty,23,0.37,True
trump_2021,"January 21, 2021",False,true_only,42,0.36,True
trump_2021,"January 21, 2021",False,true_only,54,0.38,True
trump_2021,"January 21, 2021",False,paired,45,0.19,True
trump_2021,"January 21, 2021",False,false_only,100,0.07,True
trump_2025,"January 21, 2025",True,paraphrase,21,0.89,True
trump_2025,"January 21, 2025",True,omitted,20,0.68,True
trump_2025,"January 21, 2025",True,paired,11,0.81,True
trump_2025,"January 21, 2025",True,paired,39,0.84,True
trump_2025,"January 21, 2025",True,false_only,5,0.74,True
trump_2021,"January 21, 2021",False,false_only,89,0.06,True
trump_2025,"January 21, 2025",True,omitted,95,0.67,True
trump_2021,"January 21, 2021",False,paired,84,0.22,True
trump_2025,"January 21, 2025",True,paired,43,0.83,True
trump_2021,"January 21, 2021",False,false_only,71,0.06,True
trump_2021,"January 21, 2021",False,false_only,54,0.07,True
trump_2021,"January 21, 2021",False,omitted,71,0.26,True
trump_2025,"January 21, 2025",True,true_only,17,0.84,True
trump_2025,"January 21, 2025",True,true_only,16,0.86,True
trump_2025,"January 21, 2025",True,omitted,71,0.69,True
trump_2025,"January 21, 2025",True,false_only,3,0.7,True
trump_2025,"January 21, 2025",True,empty,18,0.76,True
trump_2025,"January 21, 2025",True,empty,34,0.76,True
trump_2025,"January 21, 2025",True,paraphrase,15,0.89,True
trump_2021,"January 21, 2021",False,false_only,39,0.06,True
trump_2025,"January 21, 2025",True,paraphrase,20,0.87,True
trump_2025,"January 21, 2025",True,omitted,63,0.69,True
trump_2025,"January 21, 2025",True,true_only,70,0.81,True
trump_2021,"January 21, 2021",False,paraphrase,89,0.13,True
trump_2021,"January 21, 2021",False,paired,77,0.22,True
trump_2021,"January 21, 2021",False,paraphrase,8,0.09,True
trump_2021,"January 21, 2021",False,paired,15,0.19,True
trump_2021,"January 21, 2021",False,empty,43,0.35,True
trump_2021,"January 21, 2021",False,empty,54,0.41,True
trump_2021,"January 21, 2021",False,true_only,79,0.42,True
trump_2021,"January 21, 2021",False,true_only,23,0.3,True
trump_2025,"January 21, 2025",True,paired,66,0.83,True
trump_2021,"January 21, 2021",False,false_only,93,0.06,True
trump_2025,"January 21, 2025",True,true_only,26,0.85,True
trump_2021,"January 21, 2021",False,empty,19,0.3,True
trump_2025,"January 21, 2025",True,false_only,29,0.73,True
trump_2025,"January 21, 2025",True,paraphrase,5,0.88,True
trump_2021,"January 21, 2021",False,paired,97,0.19,True
trump_2025,"January 21, 2025",True,paraphrase,48,0.9,True
trump_2021,"January 21, 2021",False,omitted,91,0.22,True
trump_2025,"January 21, 2025",True,paired,44,0.82,True
trump_2021,"January 21, 2021",False,empty,71,0.38,True
trump_2021,"January 21, 2021",False,omitted,64,0.26,True
trump_2025,"January 21, 2025",True,empty,73,0.79,True
trump_2021,"January 21, 2021",False,false_only,56,0.05,True
trump_2025,"January 21, 2025",True,empty,69,0.77,True
trump_2025,"January 21, 2025",True,false_only,24,0.75,True
trump_2025,"January 21, 2025",True,false_only,58,0.71,True
trump_2021,"January 21, 2021",False,true_only,77,0.36,True
trump_2021,"January 21, 2021",False,true_only,3,0.4,True
trump_2025,"January 21, 2025",True,false_only,1,0.73,True
trump_2021,"January 21, 2021",False,paraphrase,81,0.12,True
trump_2025,"January 21, 2025",True,paired,45,0.84,True
trump_2025,"January 21, 2025",True,false_only,43,0.7,True
trump_2021,"January 21, 2021",False,false_only,42,0.05,True
trump_2021,"January 21, 2021",False,omitted,26,0.29,True
trump_2025,"January 21, 2025",True,false_only,20,0.71,True
trump_2021,"January 21, 2021",False,paired,94,0.2,True
trump_2021,"January 21, 2021",False,paraphrase,66,0.15,True
trump_2021,"January 21, 2021",False,empty,12,0.4,True
trump_2025,"January 21, 2025",True,omitted,47,0.71,True
trump_2021,"January 21, 2021",False,omitted,61,0.23,True
trump_2021,"January 21, 2021",False,paired,47,0.22,True
trump_2021,"January 21, 2021",False,paired,17,0.19,True
trump_2025,"January 21, 2025",True,omitted,81,0.69,True
trump_2021,"January 21, 2021",False,empty,17,0.41,True
trump_2021,"January 21, 2021",False,false_only,77,0.06,True
trump_2025,"January 21, 2025",True,paired,54,0.83,True
trump_2025,"January 21, 2025",True,omitted,5,0.71,True
trump_2021,"January 21, 2021",False,false_only,84,0.07,True
trump_2025,"January 21, 2025",True,empty,20,0.8,True
trump_2025,"January 21, 2025",True,false_only,72,0.72,True
trump_2021,"January 21, 2021",False,paraphrase,45,0.11,True
trump_2021,"January 21, 2021",False,paired,50,0.2,True
trump_2021,"January 21, 2021",False,omitted,60,0.26,True
trump_2025,"January 21, 2025",True,true_only,54,0.84,True
trump_2021,"January 21, 2021",False,paraphrase,7,0.12,True
trump_2025,"January 21, 2025",True,paired,63,0.82,True
trump_2025,"January 21, 2025",True,paraphrase,9,0.88,True
trump_2025,"January 21, 2025",True,true_only,36,0.83,True
trump_2021,"January 21, 2021",False,omitted,50,0.27,True
trump_2025,"January 21, 2025",True,omitted,66,0.69,True
trump_2025,"January 21, 2025",True,true_only,50,0.85,True
trump_2025,"January 21, 2025",True,paired,68,0.83,True
trump_2021,"January 21, 2021",False,paired,79,0.19,True
trump_2025,"January 21, 2025",True,paraphrase,97,0.89,True
trump_2025,"January 21, 2025",True,false_only,68,0.71,True
trump_2025,"January 21, 2025",True,omitted,82,0.69,True
trump_2025,"January 21, 2025",True,omitted,36,0.69,True
trump_2025,"January 21, 2025",True,empty,65,0.79,True
trump_2021,"January 21, 2021",False,paired,59,0.17,True
trump_2021,"January 21, 2021",False,empty,56,0.38,True
trump_2021,"January 21, 2021",False,empty,35,0.37,True
trump_2025,"January 21, 2025",True,true_only,49,0.84,True
trump_2025,"January 21, 2025",True,paraphrase,37,0.89,True
trump_2021,"January 21, 2021",False,omitted,55,0.24,True
trump_2021,"January 21, 2021",False,paraphrase,73,0.11,True
trump_2021,"January 21, 2021",False,omitted,30,0.27,True
trump_2021,"January 21, 2021",False,paraphrase,84,0.16,True
trump_2021,"January 21, 2021",False,omitted,6,0.21,True
trump_2021,"January 21, 2021",False,paraphrase,77,0.1,True
trump_2025,"January 21, 2025",True,omitted,83,0.69,True
trump_2021,"January 21, 2021",False,omitted,88,0.24,True
trump_2021,"January 21, 2021",False,paired,80,0.18,True
trump_2025,"January 21, 2025",True,paraphrase,8,0.88,True
trump_2021,"January 21, 2021",False,true_only,55,0.37,True
trump_2025,"January 21, 2025",True,false_only,61,0.76,True
trump_2025,"January 21, 2025",True,true_only,32,0.85,True
trump_2021,"January 21, 2021",False,paired,41,0.15,True
trump_2021,"January 21, 2021",False,true_only,7,0.36,True
trump_2021,"January 21, 2021",False,empty,52,0.34,True
trump_2025,"January 21, 2025",True,paraphrase,35,0.89,True
trump_2021,"January 21, 2021",False,paraphrase,90,0.12,True
trump_2021,"January 21, 2021",False,paired,60,0.18,True
trump_2025,"January 21, 2025",True,empty,70,0.78,True
trump_2025,"January 21, 2025",True,false_only,37,0.76,True
trump_2025,"January 21, 2025",True,true_only,45,0.85,True
trump_2021,"January 21, 2021",False,empty,89,0.42,True
trump_2025,"January 21, 2025",True,true_only,99,0.84,True
trump_2025,"January 21, 2025",True,false_only,11,0.74,True
trump_2021,"January 21, 2021",False,empty,5,0.37,True
trump_2021,"January 21, 2021",False,paired,3,0.2,True
trump_2021,"January 21, 2021",False,true_only,90,0.33,True
trump_2021,"January 21, 2021",False,true_only,31,0.4,True
trump_2021,"January 21, 2021",False,true_only,61,0.33,True
trump_2021,"January 21, 2021",False,false_only,16,0.06,True
trump_2025,"January 21, 2025",True,empty,77,0.78,True
trump_2021,"January 21, 2021",False,paired,25,0.29,True
trump_2025,"January 21, 2025",True,false_only,36,0.75,True
trump_2021,"January 21, 2021",False,paraphrase,32,0.1,True
trump_2025,"January 21, 2025",True,empty,17,0.78,True
trump_2021,"January 21, 2021",False,empty,70,0.39,True
trump_2021,"January 21, 2021",False,paired,13,0.28,True
trump_2021,"January 21, 2021",False,paraphrase,91,0.13,True
trump_2021,"January 21, 2021",False,paired,43,0.2,True
trump_2025,"January 21, 2025",True,true_only,25,0.85,True
trump_2021,"January 21, 2021",False,empty,36,0.35,True
trump_2021,"January 21, 2021",False,omitted,96,0.27,True
trump_2025,"January 21, 2025",True,false_only,6,0.74,True
trump_2021,"January 21, 2021",False,paraphrase,42,0.11,True
trump_2025,"January 21, 2025",True,omitted,79,0.65,True
trump_2021,"January 21, 2021",False,omitted,74,0.24,True
trump_2021,"January 21, 2021",False,false_only,3,0.07,True
trump_2025,"January 21, 2025",True,true_only,86,0.85,True
trump_2021,"January 21, 2021",False,paraphrase,49,0.14,True
trump_2021,"January 21, 2021",False,omitted,56,0.25,True
trump_2025,"January 21, 2025",True,paired,60,0.81,True
trump_2021,"January 21, 2021",False,true_only,82,0.42,True
trump_2025,"January 21, 2025",True,paraphrase,30,0.89,True
trump_2021,"January 21, 2021",False,omitted,7,0.23,True
trump_2021,"January 21, 2021",False,false_only,72,0.07,True
trump_2025,"January 21, 2025",True,true_only,92,0.84,True
trump_2025,"January 21, 2025",True,false_only,60,0.71,True
trump_2025,"January 21, 2025",True,paraphrase,87,0.9,True
trump_2025,"January 21, 2025",True,paraphrase,1,0.87,True
trump_2025,"January 21, 2025",True,empty,10,0.79,True
trump_2025,"January 21, 2025",True,false_only,75,0.68,True
trump_2021,"January 21, 2021",False,true_only,34,0.35,True
trump_2021,"January 21, 2021",False,paraphrase,79,0.14,True
trump_2021,"January 21, 2021",False,false_only,87,0.06,True
trump_2021,"January 21, 2021",False,paraphrase,31,0.13,True
trump_2025,"January 21, 2025",True,empty,99,0.8,True
trump_2021,"January 21, 2021",False,empty,31,0.33,True
trump_2025,"January 21, 2025",True,paired,7,0.81,True
trump_2025,"January 21, 2025",True,true_only,12,0.84,True
trump_2021,"January 21, 2021",False,paraphrase,26,0.11,True
trump_2021,"January 21, 2021",False,false_only,73,0.08,True
trump_2021,"January 21, 2021",False,paraphrase,12,0.13,True
trump_2021,"January 21, 2021",False,true_only,9,0.3,True
trump_2021,"January 21, 2021",False,paraphrase,59,0.13,True
trump_2025,"January 21, 2025",True,omitted,23,0.7,True
trump_2025,"January 21, 2025",True,paired,27,0.8,True
trump_2021,"January 21, 2021",False,paraphrase,71,0.12,True
trump_2025,"January 21, 2025",True,empty,54,0.77,True
trump_2025,"January 21, 2025",True,true_only,93,0.85,True
trump_2025,"January 21, 2025",True,omitted,86,0.7,True
trump_2021,"January 21, 2021",False,true_only,76,0.41,True
trump_2025,"January 21, 2025",True,true_only,33,0.83,True
trump_2025,"January 21, 2025",True,paired,91,0.84,True
trump_2025,"January 21, 2025",True,true_only,65,0.85,True
trump_2025,"January 21, 2025",True,true_only,95,0.82,True
trump_2021,"January 21, 2021",False,paired,81,0.21,True
trump_2021,"January 21, 2021",False,paired,52,0.24,True
trump_2025,"January 21, 2025",True,paired,22,0.83,True
trump_2025,"January 21, 2025",True,false_only,2,0.74,True
trump_2021,"January 21, 2021",False,true_only,35,0.46,True
trump_2021,"January 21, 2021",False,true_only,74,0.39,True
trump_2021,"January 21, 2021",False,omitted,84,0.27,True
trump_2025,"January 21, 2025",True,true_only,73,0.85,True
trump_2021,"January 21, 2021",False,omitted,67,0.25,True
trump_2025,"January 21, 2025",True,empty,72,0.76,True
trump_2021,"January 21, 2021",False,true_only,8,0.4,True
trump_2025,"January 21, 2025",True,false_only,7,0.72,True
trump_2025,"January 21, 2025",True,paired,35,0.82,True
trump_2025,"January 21, 2025",True,true_only,43,0.85,True
trump_2025,"January 21, 2025",True,omitted,97,0.71,True
trump_2025,"January 21, 2025",True,false_only,57,0.73,True
trump_2025,"January 21, 2025",True,true_only,72,0.84,True
trump_2021,"January 21, 2021",False,paired,4,0.2,True
trump_2021,"January 21, 2021",False,paired,72,0.18,True
trump_2021,"January 21, 2021",False,paraphrase,87,0.11,True
trump_2021,"January 21, 2021",False,paired,46,0.23,True
trump_2025,"January 21, 2025",True,false_only,93,0.7,True
trump_2025,"January 21, 2025",True,paraphrase,51,0.89,True
trump_2025,"January 21, 2025",True,empty,67,0.77,True
trump_2021,"January 21, 2021",False,empty,24,0.4,True
trump_2025,"January 21, 2025",True,true_only,94,0.84,True
trump_2025,"January 21, 2025",True,paraphrase,88,0.9,True
trump_2021,"January 21, 2021",False,paraphrase,6,0.13,True
trump_2021,"January 21, 2021",False,false_only,75,0.06,True
trump_2021,"January 21, 2021",False,false_only,61,0.06,True
trump_2025,"January 21, 2025",True,omitted,46,0.66,True
trump_2025,"January 21, 2025",True,false_only,31,0.73,True
trump_2025,"January 21, 2025",True,omitted,98,0.71,True
trump_2021,"January 21, 2021",False,paired,36,0.2,True
trump_2021,"January 21, 2021",False,true_only,57,0.47,True
trump_2021,"January 21, 2021",False,paired,18,0.21,True
trump_2025,"January 21, 2025",True,omitted,24,0.69,True
trump_2025,"January 21, 2025",True,paired,84,0.83,True
trump_2025,"January 21, 2025",True,paired,56,0.83,True
trump_2025,"January 21, 2025",True,paired,52,0.82,True
trump_2025,"January 21, 2025",True,paraphrase,38,0.89,True
trump_2025,"January 21, 2025",True,true_only,67,0.84,True
trump_2025,"January 21, 2025",True,omitted,43,0.69,True
trump_2021,"January 21, 2021",False,paired,26,0.2,True
trump_2025,"January 21, 2025",True,true_only,97,0.83,True
trump_2025,"January 21, 2025",True,false_only,76,0.73,True
trump_2021,"January 21, 2021",False,true_only,43,0.38,True
trump_2025,"January 21, 2025",True,paired,41,0.82,True
trump_2021,"January 21, 2021",False,paired,58,0.31,True
trump_2021,"January 21, 2021",False,paired,19,0.22,True
trump_2021,"January 21, 2021",False,omitted,95,0.25,True
trump_2025,"January 21, 2025",True,empty,27,0.77,True
trump_2025,"January 21, 2025",True,empty,81,0.78,True
trump_2025,"January 21, 2025",True,true_only,42,0.84,True
trump_2025,"January 21, 2025",True,empty,88,0.77,True
trump_2025,"January 21, 2025",True,paired,28,0.83,True
trump_2021,"January 21, 2021",False,true_only,88,0.42,True
trump_2025,"January 21, 2025",True,false_only,39,0.71,True
trump_2021,"January 21, 2021",False,omitted,2,0.31,True
trump_2021,"January 21, 2021",False,true_only,47,0.35,True
trump_2021,"January 21, 2021",False,paraphrase,94,0.12,True
trump_2025,"January 21, 2025",True,true_only,78,0.84,True
trump_2021,"January 21, 2021",False,paired,71,0.26,True
trump_2025,"January 21, 2025",True,false_only,90,0.73,True
trump_2025,"January 21, 2025",True,paired,4,0.84,True
trump_2025,"January 21, 2025",True,true_only,66,0.86,True
trump_2025,"January 21, 2025",True,false_only,25,0.73,True
trump_2021,"January 21, 2021",False,paraphrase,61,0.12,True
trump_2021,"January 21, 2021",False,false_only,19,0.06,True
trump_2025,"January 21, 2025",True,true_only,48,0.83,True
trump_2025,"January 21, 2025",True,paired,76,0.85,True
trump_2021,"January 21, 2021",False,paraphrase,44,0.15,True
trump_2021,"January 21, 2021",False,paraphrase,28,0.13,True
trump_2021,"January 21, 2021",False,empty,45,0.35,True
trump_2025,"January 21, 2025",True,paraphrase,13,0.89,True
trump_2021,"January 21, 2021",False,true_only,85,0.41,True
trump_2025,"January 21, 2025",True,paired,93,0.8,True
trump_2025,"January 21, 2025",True,paraphrase,19,0.89,True
trump_2025,"January 21, 2025",True,paraphrase,100,0.86,True
trump_2025,"January 21, 2025",True,false_only,40,0.71,True
trump_2025,"January 21, 2025",True,omitted,41,0.66,True
trump_2025,"January 21, 2025",True,empty,24,0.77,True
trump_2025,"January 21, 2025",True,true_only,22,0.85,True
trump_2025,"January 21, 2025",True,paraphrase,84,0.87,True
trump_2025,"January 21, 2025",True,paraphrase,60,0.88,True
trump_2025,"January 21, 2025",True,empty,1,0.76,True
trump_2021,"January 21, 2021",False,false_only,97,0.06,True
trump_2021,"January 21, 2021",False,paired,34,0.27,True
trump_2021,"January 21, 2021",False,false_only,27,0.07,True
trump_2025,"January 21, 2025",True,paired,15,0.84,True
trump_2025,"January 21, 2025",True,true_only,19,0.83,True
trump_2021,"January 21, 2021",False,paired,83,0.25,True
trump_2021,"January 21, 2021",False,paired,66,0.23,True
trump_2025,"January 21, 2025",True,false_only,23,0.72,True
trump_2025,"January 21, 2025",True,true_only,31,0.86,True
trump_2021,"January 21, 2021",False,omitted,58,0.26,True
trump_2025,"January 21, 2025",True,true_only,85,0.84,True
trump_2021,"January 21, 2021",False,true_only,25,0.37,True
trump_2021,"January 21, 2021",False,true_only,83,0.39,True
trump_2025,"January 21, 2025",True,paired,58,0.84,True
trump_2025,"January 21, 2025",True,paired,70,0.81,True
trump_2021,"January 21, 2021",False,empty,64,0.43,True
trump_2021,"January 21, 2021",False,empty,27,0.32,True
trump_2025,"January 21, 2025",True,omitted,59,0.65,True
trump_2021,"January 21, 2021",False,paired,90,0.17,True
trump_2021,"January 21, 2021",False,empty,26,0.47,True
trump_2021,"January 21, 2021",False,paraphrase,34,0.14,True
trump_2021,"January 21, 2021",False,paired,67,0.14,True
trump_2021,"January 21, 2021",False,false_only,76,0.07,True
trump_2025,"January 21, 2025",True,empty,64,0.79,True
trump_2021,"January 21, 2021",False,empty,59,0.37,True
trump_2021,"January 21, 2021",False,empty,75,0.39,True
trump_2025,"January 21, 2025",True,omitted,56,0.68,True
trump_2025,"January 21, 2025",True,omitted,92,0.67,True
trump_2025,"January 21, 2025",True,omitted,27,0.72,True
trump_2025,"January 21, 2025",True,omitted,35,0.69,True
trump_2025,"January 21, 2025",True,empty,49,0.78,True
trump_2025,"January 21, 2025",True,paired,50,0.82,True
trump_2021,"January 21, 2021",False,paired,57,0.28,True
trump_2021,"January 21, 2021",False,paraphrase,53,0.1,True
trump_2025,"January 21, 2025",True,false_only,91,0.72,True
trump_2021,"January 21, 2021",False,false_only,2,0.07,True
trump_2021,"January 21, 2021",False,true_only,73,0.41,True
trump_2021,"January 21, 2021",False,omitted,73,0.31,True
trump_2021,"January 21, 2021",False,paraphrase,78,0.12,True
trump_2025,"January 21, 2025",True,omitted,73,0.72,True
trump_2021,"January 21, 2021",False,empty,25,0.38,True
trump_2021,"January 21, 2021",False,paired,21,0.18,True
trump_2021,"January 21, 2021",False,empty,76,0.35,True
trump_2021,"January 21, 2021",False,omitted,51,0.22,True
trump_2025,"January 21, 2025",True,empty,51,0.76,True
trump_2021,"January 21, 2021",False,paired,91,0.21,True
trump_2021,"January 21, 2021",False,false_only,63,0.07,True
trump_2021,"January 21, 2021",False,omitted,44,0.2,True
trump_2025,"January 21, 2025",True,paired,16,0.82,True
trump_2021,"January 21, 2021",False,paired,7,0.2,True
trump_2025,"January 21, 2025",True,true_only,24,0.82,True
trump_2021,"January 21, 2021",False,true_only,66,0.3,True
trump_2025,"January 21, 2025",True,omitted,99,0.68,True
trump_2021,"January 21, 2021",False,empty,97,0.43,True
trump_2021,"January 21, 2021",False,omitted,89,0.23,True
trump_2021,"January 21, 2021",False,paired,39,0.19,True
trump_2025,"January 21, 2025",True,false_only,74,0.71,True
trump_2021,"January 21, 2021",False,false_only,64,0.06,True
trump_2021,"January 21, 2021",False,paired,76,0.24,True
trump_2025,"January 21, 2025",True,paired,26,0.84,True
trump_2021,"January 21, 2021",False,paraphrase,96,0.11,True
